step_1,step_2,step_3,step_4,step_5,step_6,step_7,step_8
7/6/2022 8:53:37,7/6/2022 8:57:01,7/6/2022 13:12:17,7/6/2022 14:12:01,7/6/2022 15:44:14,7/6/2022 19:59:55,7/6/2022 21:08:58,7/7/2022 1:41:58
7/6/2022 9:28:00,7/6/2022 13:23:56,7/6/2022 17:59:48,7/6/2022 20:08:43,7/6/2022 23:33:32,7/7/2022 3:10:02,7/7/2022 7:34:12,7/7/2022 8:29:08
7/6/2022 10:03:32,7/6/2022 13:42:22,7/6/2022 18:23:18,7/6/2022 19:57:08,7/6/2022 21:01:34,7/7/2022 0:50:06,7/7/2022 5:24:28,7/7/2022 9:37:26
7/6/2022 11:00:47,7/6/2022 13:30:23,7/6/2022 15:01:09,7/6/2022 17:14:51,7/6/2022 18:33:24,7/6/2022 19:04:21,7/6/2022 21:05:18,7/7/2022 0:51:49
7/6/2022 12:50:00,7/6/2022 14:48:16,7/6/2022 16:23:39,7/6/2022 17:57:20,7/6/2022 20:01:50,7/6/2022 20:15:08,7/6/2022 20:32:00,7/7/2022 0:55:44
7/6/2022 14:25:08,7/6/2022 17:33:53,7/6/2022 20:17:05,7/6/2022 21:01:51,7/6/2022 23:02:27,7/6/2022 23:25:21,7/7/2022 1:05:53,7/7/2022 3:33:13
7/6/2022 15:17:42,7/6/2022 17:15:35,7/6/2022 21:30:35,7/7/2022 0:59:57,7/7/2022 4:58:15,7/7/2022 9:36:06,7/7/2022 13:39:44,7/7/2022 17:33:01
7/6/2022 15:29:08,7/6/2022 18:45:13,7/6/2022 19:13:35,7/6/2022 20:26:36,7/6/2022 20:46:40,7/7/2022 1:20:55,7/7/2022 3:54:50,7/7/2022 8:26:00
7/6/2022 15:43:13,7/6/2022 19:10:01,7/6/2022 19:55:17,7/6/2022 19:56:05,7/6/2022 23:31:09,7/7/2022 1:33:19,7/7/2022 1:59:32,7/7/2022 5:18:33
7/6/2022 17:42:16,7/6/2022 21:07:52,7/6/2022 22:05:57,7/7/2022 1:01:12,7/7/2022 1:27:15,7/7/2022 4:18:32,7/7/2022 8:26:13,7/7/2022 9:32:37
7/6/2022 18:21:09,7/6/2022 21:55:26,7/6/2022 22:33:05,7/6/2022 23:08:21,7/7/2022 3:20:18,7/7/2022 6:11:50,7/7/2022 10:46:01,7/7/2022 15:31:18
7/6/2022 20:03:54,7/6/2022 21:04:51,7/6/2022 21:14:43,7/6/2022 23:25:34,7/7/2022 3:29:15,7/7/2022 5:56:24,7/7/2022 7:46:57,7/7/2022 9:55:00
7/6/2022 20:26:48,7/6/2022 23:22:40,7/7/2022 3:03:48,7/7/2022 5:04:38,7/7/2022 5:18:29,7/7/2022 9:26:20,7/7/2022 9:28:09,7/7/2022 9:58:26
7/6/2022 21:23:31,7/6/2022 22:41:24,7/6/2022 23:41:56,7/7/2022 4:16:04,7/7/2022 4:39:59,7/7/2022 6:57:48,7/7/2022 11:02:35,7/7/2022 14:28:23
7/6/2022 22:27:53,7/7/2022 1:25:14,7/7/2022 2:07:39,7/7/2022 6:41:38,7/7/2022 11:21:29,7/7/2022 15:15:48,7/7/2022 19:43:23,7/7/2022 20:48:54
7/6/2022 23:45:04,7/7/2022 2:28:10,7/7/2022 4:19:15,7/7/2022 6:39:12,7/7/2022 10:53:04,7/7/2022 14:23:41,7/7/2022 14:38:43,7/7/2022 18:08:09
7/7/2022 0:28:04,7/7/2022 4:51:55,7/7/2022 5:03:33,7/7/2022 6:01:49,7/7/2022 10:18:15,7/7/2022 10:46:48,7/7/2022 10:55:43,7/7/2022 15:19:23
7/7/2022 1:22:33,7/7/2022 2:57:30,7/7/2022 4:08:30,7/7/2022 8:37:01,7/7/2022 10:24:41,7/7/2022 13:20:58,7/7/2022 17:22:23,7/7/2022 17:58:43
7/7/2022 2:14:39,7/7/2022 4:58:11,7/7/2022 7:10:59,7/7/2022 8:21:14,7/7/2022 10:49:54,7/7/2022 13:14:35,7/7/2022 16:49:15,7/7/2022 18:33:15
7/7/2022 4:06:37,7/7/2022 7:58:06,7/7/2022 8:42:56,7/7/2022 10:56:47,7/7/2022 12:46:39,7/7/2022 16:56:15,7/7/2022 18:35:01,7/7/2022 22:51:23
7/7/2022 5:52:27,7/7/2022 8:35:58,7/7/2022 11:53:50,7/7/2022 15:42:03,7/7/2022 18:42:04,7/7/2022 21:37:03,7/7/2022 22:21:54,7/7/2022 22:36:01
7/7/2022 7:40:52,7/7/2022 8:20:28,7/7/2022 8:56:50,7/7/2022 10:09:07,7/7/2022 14:29:39,7/7/2022 18:49:03,7/7/2022 20:23:14,7/7/2022 21:24:59
7/7/2022 9:39:03,7/7/2022 9:43:29,7/7/2022 10:53:48,7/7/2022 14:12:07,7/7/2022 15:22:18,7/7/2022 18:56:57,7/7/2022 22:32:08,7/7/2022 23:59:37
7/7/2022 11:21:34,7/7/2022 11:59:02,7/7/2022 13:04:01,7/7/2022 13:52:31,7/7/2022 14:34:15,7/7/2022 19:04:39,7/7/2022 21:11:39,7/7/2022 22:53:06
7/7/2022 12:29:36,7/7/2022 14:33:42,7/7/2022 15:31:19,7/7/2022 15:37:51,7/7/2022 16:38:26,7/7/2022 19:16:27,7/7/2022 20:25:17,7/8/2022 0:08:13
7/7/2022 14:02:05,7/7/2022 15:02:53,7/7/2022 15:21:18,7/7/2022 18:43:10,7/7/2022 20:59:54,7/8/2022 0:56:07,7/8/2022 3:19:41,7/8/2022 4:14:13
7/7/2022 15:39:12,7/7/2022 17:01:12,7/7/2022 20:47:09,7/8/2022 0:57:09,7/8/2022 2:55:49,7/8/2022 7:41:40,7/8/2022 12:24:32,7/8/2022 17:22:38
7/7/2022 16:55:07,7/7/2022 21:35:50,7/8/2022 0:11:50,7/8/2022 3:48:50,7/8/2022 5:17:31,7/8/2022 6:07:46,7/8/2022 9:21:41,7/8/2022 12:33:38
7/7/2022 18:34:58,7/7/2022 21:14:39,7/8/2022 1:16:35,7/8/2022 5:50:44,7/8/2022 8:23:58,7/8/2022 9:22:00,7/8/2022 10:12:02,7/8/2022 10:53:12
7/7/2022 20:19:55,7/8/2022 1:16:20,7/8/2022 6:05:35,7/8/2022 8:00:38,7/8/2022 12:24:33,7/8/2022 15:21:23,7/8/2022 16:54:24,7/8/2022 21:07:41
7/7/2022 21:04:09,7/8/2022 0:54:12,7/8/2022 1:12:54,7/8/2022 4:57:09,7/8/2022 5:20:25,7/8/2022 6:47:04,7/8/2022 11:11:27,7/8/2022 11:55:27
7/7/2022 22:55:29,7/7/2022 22:58:43,7/8/2022 1:04:25,7/8/2022 5:36:09,7/8/2022 6:19:52,7/8/2022 6:59:58,7/8/2022 8:28:51,7/8/2022 11:06:57
7/7/2022 23:35:07,7/8/2022 1:13:52,7/8/2022 1:43:43,7/8/2022 2:12:28,7/8/2022 5:35:24,7/8/2022 9:54:32,7/8/2022 10:15:24,7/8/2022 14:48:14
7/8/2022 0:19:13,7/8/2022 1:02:51,7/8/2022 3:57:08,7/8/2022 6:55:27,7/8/2022 9:17:18,7/8/2022 10:30:37,7/8/2022 14:35:00,7/8/2022 15:35:04
7/8/2022 1:43:41,7/8/2022 2:38:42,7/8/2022 5:23:21,7/8/2022 9:00:19,7/8/2022 12:07:18,7/8/2022 12:26:09,7/8/2022 17:01:08,7/8/2022 19:19:34
7/8/2022 3:37:39,7/8/2022 4:56:18,7/8/2022 8:14:20,7/8/2022 8:34:53,7/8/2022 9:52:18,7/8/2022 12:51:02,7/8/2022 13:41:52,7/8/2022 17:14:38
7/8/2022 5:33:33,7/8/2022 10:00:37,7/8/2022 12:50:01,7/8/2022 15:28:38,7/8/2022 20:03:01,7/8/2022 20:30:55,7/8/2022 21:02:25,7/8/2022 22:29:12
7/8/2022 7:21:48,7/8/2022 11:10:57,7/8/2022 14:46:08,7/8/2022 17:22:16,7/8/2022 18:31:46,7/8/2022 20:25:44,7/9/2022 1:07:08,7/9/2022 1:51:21
7/8/2022 9:05:13,7/8/2022 10:30:02,7/8/2022 14:33:58,7/8/2022 17:25:47,7/8/2022 19:26:17,7/8/2022 20:02:31,7/8/2022 23:55:31,7/9/2022 3:50:35
7/8/2022 9:16:10,7/8/2022 10:10:51,7/8/2022 10:17:21,7/8/2022 14:16:47,7/8/2022 15:17:54,7/8/2022 17:45:54,7/8/2022 22:34:00,7/9/2022 2:20:10
7/8/2022 10:37:31,7/8/2022 14:51:23,7/8/2022 19:37:22,7/8/2022 20:06:05,7/8/2022 22:00:16,7/9/2022 2:01:24,7/9/2022 3:02:07,7/9/2022 4:04:25
7/8/2022 12:20:20,7/8/2022 16:43:19,7/8/2022 21:08:35,7/9/2022 0:17:16,7/9/2022 1:15:23,7/9/2022 4:50:03,7/9/2022 7:44:47,7/9/2022 11:45:58
7/8/2022 14:08:49,7/8/2022 18:18:01,7/8/2022 22:30:11,7/9/2022 0:49:51,7/9/2022 3:20:30,7/9/2022 5:10:16,7/9/2022 9:36:13,7/9/2022 12:41:38
7/8/2022 14:44:39,7/8/2022 18:38:43,7/8/2022 20:29:07,7/9/2022 0:13:25,7/9/2022 4:53:36,7/9/2022 5:25:10,7/9/2022 6:52:32,7/9/2022 9:06:39
7/8/2022 15:08:55,7/8/2022 16:35:57,7/8/2022 17:48:38,7/8/2022 18:13:46,7/8/2022 20:24:00,7/8/2022 23:42:13,7/9/2022 3:43:10,7/9/2022 7:02:50
7/8/2022 16:33:44,7/8/2022 19:38:00,7/8/2022 22:36:06,7/9/2022 3:05:57,7/9/2022 6:10:48,7/9/2022 7:37:29,7/9/2022 10:54:22,7/9/2022 11:35:14
7/8/2022 16:43:12,7/8/2022 20:36:25,7/8/2022 22:44:40,7/9/2022 2:55:40,7/9/2022 3:11:32,7/9/2022 4:39:17,7/9/2022 9:06:45,7/9/2022 13:57:28
7/8/2022 17:37:16,7/8/2022 18:28:47,7/8/2022 23:26:31,7/9/2022 4:13:31,7/9/2022 5:11:10,7/9/2022 6:02:40,7/9/2022 9:02:34,7/9/2022 11:07:47
7/8/2022 18:55:26,7/8/2022 19:00:20,7/8/2022 20:29:35,7/8/2022 21:59:15,7/9/2022 1:59:40,7/9/2022 6:07:57,7/9/2022 6:19:28,7/9/2022 9:09:30
7/8/2022 19:56:58,7/9/2022 0:07:35,7/9/2022 2:41:52,7/9/2022 6:31:09,7/9/2022 7:49:27,7/9/2022 8:00:59,7/9/2022 8:59:43,7/9/2022 10:44:44
7/8/2022 21:11:16,7/8/2022 21:26:06,7/8/2022 21:32:06,7/8/2022 22:02:42,7/9/2022 1:53:37,7/9/2022 6:12:56,7/9/2022 6:50:55,7/9/2022 10:38:49
7/8/2022 23:08:04,7/9/2022 0:09:04,7/9/2022 3:07:04,7/9/2022 3:11:45,7/9/2022 7:14:45,7/9/2022 10:10:19,7/9/2022 11:22:19,7/9/2022 16:22:51
7/9/2022 1:00:42,7/9/2022 3:37:36,7/9/2022 4:21:36,7/9/2022 8:31:15,7/9/2022 10:14:43,7/9/2022 13:34:41,7/9/2022 14:32:59,7/9/2022 18:30:39
7/9/2022 1:11:14,7/9/2022 2:52:31,7/9/2022 7:15:06,7/9/2022 10:48:06,7/9/2022 14:10:47,7/9/2022 15:32:01,7/9/2022 18:03:03,7/9/2022 20:11:02
7/9/2022 1:22:16,7/9/2022 1:36:19,7/9/2022 1:55:51,7/9/2022 2:22:32,7/9/2022 7:17:35,7/9/2022 12:04:54,7/9/2022 13:19:07,7/9/2022 18:04:58
7/9/2022 2:18:15,7/9/2022 4:53:34,7/9/2022 7:22:06,7/9/2022 7:39:24,7/9/2022 11:53:48,7/9/2022 12:08:12,7/9/2022 16:49:05,7/9/2022 21:32:29
7/9/2022 3:39:43,7/9/2022 5:19:34,7/9/2022 5:56:41,7/9/2022 10:25:50,7/9/2022 13:07:00,7/9/2022 15:04:13,7/9/2022 19:03:38,7/9/2022 22:39:54
7/9/2022 4:02:28,7/9/2022 4:05:30,7/9/2022 4:40:41,7/9/2022 9:11:35,7/9/2022 11:59:27,7/9/2022 14:54:11,7/9/2022 19:51:31,7/9/2022 21:03:07
7/9/2022 5:59:33,7/9/2022 7:46:39,7/9/2022 9:25:07,7/9/2022 13:44:07,7/9/2022 16:19:19,7/9/2022 18:43:29,7/9/2022 19:40:42,7/9/2022 21:12:42
7/9/2022 7:06:13,7/9/2022 9:46:07,7/9/2022 13:25:56,7/9/2022 17:37:24,7/9/2022 22:23:17,7/10/2022 2:32:27,7/10/2022 6:11:55,7/10/2022 10:10:25
7/9/2022 8:49:18,7/9/2022 10:28:31,7/9/2022 13:44:39,7/9/2022 16:10:57,7/9/2022 17:50:42,7/9/2022 21:08:16,7/9/2022 23:55:35,7/10/2022 1:09:14
7/9/2022 10:38:18,7/9/2022 15:28:18,7/9/2022 19:28:39,7/9/2022 21:45:26,7/9/2022 22:34:25,7/10/2022 0:35:01,7/10/2022 4:33:05,7/10/2022 8:18:36
7/9/2022 11:11:04,7/9/2022 15:42:54,7/9/2022 19:29:37,7/9/2022 21:38:02,7/10/2022 2:38:36,7/10/2022 4:32:49,7/10/2022 5:03:16,7/10/2022 6:58:21
7/9/2022 11:51:39,7/9/2022 15:40:30,7/9/2022 20:29:49,7/9/2022 22:40:17,7/10/2022 0:36:20,7/10/2022 3:22:41,7/10/2022 7:05:27,7/10/2022 11:32:43
7/9/2022 13:48:47,7/9/2022 18:34:32,7/9/2022 22:06:19,7/10/2022 2:40:13,7/10/2022 4:12:45,7/10/2022 6:58:03,7/10/2022 11:52:11,7/10/2022 14:36:51
7/9/2022 14:11:23,7/9/2022 15:59:11,7/9/2022 20:39:25,7/10/2022 0:39:56,7/10/2022 1:25:00,7/10/2022 5:36:00,7/10/2022 9:09:56,7/10/2022 13:26:29
7/9/2022 14:52:23,7/9/2022 18:52:56,7/9/2022 20:25:13,7/9/2022 22:51:54,7/10/2022 2:55:13,7/10/2022 3:04:29,7/10/2022 8:00:46,7/10/2022 9:52:50
7/9/2022 16:38:21,7/9/2022 20:08:30,7/9/2022 21:29:53,7/9/2022 23:32:31,7/10/2022 1:17:26,7/10/2022 3:18:16,7/10/2022 6:29:34,7/10/2022 9:46:59
7/9/2022 18:31:42,7/9/2022 18:42:00,7/9/2022 21:00:54,7/9/2022 21:48:13,7/10/2022 1:10:06,7/10/2022 1:15:27,7/10/2022 2:12:34,7/10/2022 2:17:53
7/9/2022 19:24:07,7/9/2022 23:31:06,7/10/2022 3:35:03,7/10/2022 5:43:32,7/10/2022 8:15:38,7/10/2022 9:46:27,7/10/2022 11:31:54,7/10/2022 12:52:24
7/9/2022 20:53:29,7/10/2022 1:48:27,7/10/2022 2:14:57,7/10/2022 4:20:17,7/10/2022 5:03:02,7/10/2022 6:45:15,7/10/2022 9:38:55,7/10/2022 9:50:30
7/9/2022 22:49:01,7/10/2022 1:10:23,7/10/2022 2:00:51,7/10/2022 2:05:40,7/10/2022 2:19:36,7/10/2022 5:35:46,7/10/2022 6:56:37,7/10/2022 10:24:22
7/9/2022 22:49:44,7/10/2022 1:22:41,7/10/2022 5:48:30,7/10/2022 10:23:06,7/10/2022 12:50:22,7/10/2022 15:51:20,7/10/2022 20:05:56,7/11/2022 0:56:07
7/10/2022 0:19:43,7/10/2022 1:22:27,7/10/2022 2:35:19,7/10/2022 3:27:34,7/10/2022 6:52:43,7/10/2022 8:07:57,7/10/2022 12:52:51,7/10/2022 13:13:52
7/10/2022 1:58:03,7/10/2022 2:43:25,7/10/2022 3:12:41,7/10/2022 5:58:41,7/10/2022 8:02:08,7/10/2022 9:19:22,7/10/2022 12:31:19,7/10/2022 15:41:39
7/10/2022 2:42:00,7/10/2022 3:34:18,7/10/2022 6:56:51,7/10/2022 10:15:05,7/10/2022 12:49:28,7/10/2022 17:46:43,7/10/2022 22:05:10,7/11/2022 0:49:30
7/10/2022 3:25:47,7/10/2022 8:08:09,7/10/2022 10:32:56,7/10/2022 13:49:48,7/10/2022 17:49:37,7/10/2022 18:37:33,7/10/2022 22:01:24,7/10/2022 23:02:27
7/10/2022 4:05:41,7/10/2022 4:40:26,7/10/2022 7:56:40,7/10/2022 12:12:10,7/10/2022 12:14:04,7/10/2022 12:56:22,7/10/2022 13:58:45,7/10/2022 16:28:40
7/10/2022 4:42:26,7/10/2022 9:25:38,7/10/2022 10:45:32,7/10/2022 11:52:25,7/10/2022 12:04:21,7/10/2022 16:53:14,7/10/2022 20:42:25,7/11/2022 1:24:21
7/10/2022 5:19:41,7/10/2022 7:36:45,7/10/2022 11:58:38,7/10/2022 13:06:14,7/10/2022 14:19:16,7/10/2022 14:45:21,7/10/2022 15:26:59,7/10/2022 18:11:47
7/10/2022 7:05:03,7/10/2022 8:44:29,7/10/2022 11:31:17,7/10/2022 12:16:07,7/10/2022 16:51:59,7/10/2022 17:13:59,7/10/2022 20:38:30,7/11/2022 1:01:22
7/10/2022 8:57:40,7/10/2022 12:28:06,7/10/2022 13:44:10,7/10/2022 17:52:21,7/10/2022 19:33:40,7/10/2022 23:46:39,7/10/2022 23:55:53,7/11/2022 4:49:23
7/10/2022 9:13:18,7/10/2022 11:56:03,7/10/2022 13:24:51,7/10/2022 18:16:22,7/10/2022 20:06:42,7/10/2022 21:25:23,7/10/2022 23:15:56,7/11/2022 0:38:49
7/10/2022 9:16:05,7/10/2022 11:07:32,7/10/2022 13:19:27,7/10/2022 18:18:43,7/10/2022 20:32:36,7/10/2022 20:53:27,7/10/2022 22:56:21,7/10/2022 23:12:16
7/10/2022 10:04:32,7/10/2022 12:52:34,7/10/2022 13:19:08,7/10/2022 13:27:57,7/10/2022 17:48:49,7/10/2022 21:27:16,7/11/2022 2:17:25,7/11/2022 6:56:13
7/10/2022 11:08:52,7/10/2022 11:55:09,7/10/2022 16:00:15,7/10/2022 17:57:17,7/10/2022 21:49:00,7/10/2022 22:15:14,7/11/2022 1:32:47,7/11/2022 4:38:14
7/10/2022 12:49:58,7/10/2022 13:30:00,7/10/2022 14:25:49,7/10/2022 17:55:35,7/10/2022 22:26:06,7/11/2022 2:01:01,7/11/2022 6:53:56,7/11/2022 10:08:51
7/10/2022 14:39:06,7/10/2022 17:40:25,7/10/2022 18:15:57,7/10/2022 22:50:54,7/11/2022 2:46:11,7/11/2022 3:37:24,7/11/2022 7:37:51,7/11/2022 10:29:17
7/10/2022 15:11:17,7/10/2022 18:33:30,7/10/2022 21:03:21,7/10/2022 22:14:08,7/11/2022 0:17:46,7/11/2022 2:06:46,7/11/2022 3:23:46,7/11/2022 5:39:29
7/10/2022 15:17:29,7/10/2022 20:14:03,7/10/2022 21:02:15,7/10/2022 23:55:25,7/11/2022 1:54:18,7/11/2022 4:57:56,7/11/2022 9:24:05,7/11/2022 14:16:44
7/10/2022 16:26:15,7/10/2022 16:46:28,7/10/2022 18:46:56,7/10/2022 23:27:56,7/11/2022 0:21:14,7/11/2022 2:52:46,7/11/2022 4:35:36,7/11/2022 7:01:03
7/10/2022 17:09:51,7/10/2022 21:34:26,7/10/2022 23:22:56,7/11/2022 1:22:20,7/11/2022 6:12:40,7/11/2022 10:44:40,7/11/2022 14:57:51,7/11/2022 17:35:03
7/10/2022 18:55:13,7/10/2022 21:06:47,7/10/2022 22:07:40,7/11/2022 1:29:22,7/11/2022 4:11:03,7/11/2022 6:31:03,7/11/2022 10:38:02,7/11/2022 13:55:52
7/10/2022 20:22:56,7/11/2022 1:20:11,7/11/2022 5:25:08,7/11/2022 7:46:10,7/11/2022 9:13:46,7/11/2022 11:43:39,7/11/2022 14:23:16,7/11/2022 14:23:44
7/10/2022 21:54:57,7/11/2022 1:47:53,7/11/2022 5:16:36,7/11/2022 7:59:21,7/11/2022 11:18:24,7/11/2022 14:34:57,7/11/2022 17:38:42,7/11/2022 20:48:09
7/10/2022 23:18:31,7/11/2022 0:41:34,7/11/2022 1:06:43,7/11/2022 2:29:19,7/11/2022 3:22:46,7/11/2022 6:31:38,7/11/2022 10:32:38,7/11/2022 12:56:05
7/11/2022 0:03:33,7/11/2022 0:40:14,7/11/2022 3:02:27,7/11/2022 3:39:40,7/11/2022 5:38:33,7/11/2022 6:22:12,7/11/2022 7:51:18,7/11/2022 10:19:51
7/11/2022 1:16:00,7/11/2022 3:33:08,7/11/2022 6:36:33,7/11/2022 7:18:13,7/11/2022 9:20:33,7/11/2022 11:16:27,7/11/2022 15:51:07,7/11/2022 17:30:17
7/11/2022 2:05:00,7/11/2022 6:12:01,7/11/2022 7:53:44,7/11/2022 8:01:57,7/11/2022 12:49:22,7/11/2022 12:58:48,7/11/2022 17:47:08,7/11/2022 18:49:29
7/11/2022 2:34:33,7/11/2022 7:03:27,7/11/2022 7:09:49,7/11/2022 7:53:47,7/11/2022 12:35:58,7/11/2022 14:33:26,7/11/2022 19:27:34,7/11/2022 22:26:01
7/11/2022 2:40:57,7/11/2022 3:27:11,7/11/2022 7:10:58,7/11/2022 9:23:27,7/11/2022 13:56:51,7/11/2022 15:56:44,7/11/2022 18:28:41,7/11/2022 19:10:22
7/11/2022 3:02:57,7/11/2022 3:08:19,7/11/2022 4:23:39,7/11/2022 4:23:39,7/11/2022 7:33:56,7/11/2022 12:17:53,7/11/2022 15:32:42,7/11/2022 18:12:25
7/11/2022 4:55:27,7/11/2022 9:50:07,7/11/2022 12:11:13,7/11/2022 13:08:43,7/11/2022 13:59:05,7/11/2022 16:08:00,7/11/2022 19:19:17,7/11/2022 19:58:40
7/11/2022 6:55:28,7/11/2022 9:35:33,7/11/2022 12:26:19,7/11/2022 17:16:13,7/11/2022 19:32:34,7/11/2022 20:34:22,7/11/2022 22:59:23,7/12/2022 0:41:41
7/11/2022 8:30:21,7/11/2022 11:33:14,7/11/2022 15:03:13,7/11/2022 16:53:30,7/11/2022 18:57:23,7/11/2022 22:55:24,7/12/2022 3:45:53,7/12/2022 6:21:42
7/11/2022 9:49:32,7/11/2022 11:40:29,7/11/2022 15:37:49,7/11/2022 19:03:29,7/11/2022 20:58:58,7/12/2022 1:56:02,7/12/2022 6:06:12,7/12/2022 8:26:51
7/11/2022 10:22:42,7/11/2022 12:56:06,7/11/2022 15:12:24,7/11/2022 17:49:06,7/11/2022 19:53:36,7/12/2022 0:22:36,7/12/2022 4:58:42,7/12/2022 8:09:51
7/11/2022 11:13:40,7/11/2022 11:16:53,7/11/2022 11:29:02,7/11/2022 14:11:43,7/11/2022 15:11:06,7/11/2022 16:18:47,7/11/2022 18:52:03,7/11/2022 20:15:05
7/11/2022 12:25:11,7/11/2022 13:13:54,7/11/2022 13:49:18,7/11/2022 14:45:44,7/11/2022 18:26:30,7/11/2022 20:39:34,7/11/2022 21:51:39,7/11/2022 23:19:36
7/11/2022 13:57:37,7/11/2022 15:58:24,7/11/2022 16:28:59,7/11/2022 17:57:48,7/11/2022 20:52:11,7/11/2022 23:04:04,7/12/2022 0:40:40,7/12/2022 2:10:58
7/11/2022 14:00:45,7/11/2022 15:56:33,7/11/2022 16:21:46,7/11/2022 18:05:14,7/11/2022 21:43:50,7/12/2022 0:15:05,7/12/2022 0:31:29,7/12/2022 1:06:48
7/11/2022 15:49:57,7/11/2022 17:38:29,7/11/2022 17:47:44,7/11/2022 17:51:12,7/11/2022 18:24:06,7/11/2022 22:51:46,7/11/2022 23:50:36,7/12/2022 3:10:34
7/11/2022 16:42:37,7/11/2022 17:00:31,7/11/2022 17:25:00,7/11/2022 19:47:20,7/11/2022 21:31:22,7/12/2022 2:31:23,7/12/2022 6:08:19,7/12/2022 7:33:45
7/11/2022 17:22:07,7/11/2022 20:32:57,7/11/2022 21:52:34,7/11/2022 22:36:59,7/12/2022 3:16:30,7/12/2022 7:53:53,7/12/2022 8:52:56,7/12/2022 12:24:17
7/11/2022 17:44:46,7/11/2022 20:01:46,7/11/2022 20:16:51,7/11/2022 20:54:34,7/11/2022 22:59:53,7/12/2022 3:53:08,7/12/2022 4:19:22,7/12/2022 9:03:04
7/11/2022 19:26:10,7/11/2022 19:42:25,7/11/2022 20:29:05,7/11/2022 22:38:41,7/12/2022 3:16:16,7/12/2022 7:12:21,7/12/2022 8:51:53,7/12/2022 9:29:08
7/11/2022 20:21:57,7/12/2022 0:19:21,7/12/2022 4:41:53,7/12/2022 7:56:48,7/12/2022 10:42:55,7/12/2022 11:06:25,7/12/2022 13:31:49,7/12/2022 16:17:55
7/11/2022 20:59:22,7/11/2022 23:21:47,7/12/2022 2:07:08,7/12/2022 4:58:44,7/12/2022 5:01:11,7/12/2022 7:16:28,7/12/2022 9:11:40,7/12/2022 13:03:06
7/11/2022 21:05:32,7/11/2022 22:56:25,7/12/2022 2:17:02,7/12/2022 2:44:41,7/12/2022 3:16:02,7/12/2022 8:06:26,7/12/2022 8:51:15,7/12/2022 13:48:44
7/11/2022 21:34:34,7/11/2022 22:00:37,7/11/2022 23:27:38,7/12/2022 2:13:48,7/12/2022 2:34:01,7/12/2022 6:12:22,7/12/2022 8:12:15,7/12/2022 8:58:01
7/11/2022 22:38:09,7/12/2022 3:28:22,7/12/2022 8:05:24,7/12/2022 9:09:08,7/12/2022 11:53:08,7/12/2022 12:51:47,7/12/2022 15:46:47,7/12/2022 17:24:28
7/11/2022 23:54:52,7/12/2022 3:20:55,7/12/2022 6:43:27,7/12/2022 10:21:50,7/12/2022 13:31:54,7/12/2022 14:12:16,7/12/2022 18:13:34,7/12/2022 21:58:43
7/12/2022 0:35:26,7/12/2022 3:45:35,7/12/2022 5:51:00,7/12/2022 8:14:01,7/12/2022 9:02:37,7/12/2022 12:59:32,7/12/2022 16:44:59,7/12/2022 21:39:48
7/12/2022 0:53:13,7/12/2022 4:26:11,7/12/2022 6:46:42,7/12/2022 8:21:34,7/12/2022 12:33:42,7/12/2022 17:03:16,7/12/2022 17:50:09,7/12/2022 22:19:17
7/12/2022 1:30:41,7/12/2022 1:52:23,7/12/2022 6:46:32,7/12/2022 7:46:51,7/12/2022 8:11:30,7/12/2022 11:39:49,7/12/2022 15:38:13,7/12/2022 16:29:38
7/12/2022 2:33:29,7/12/2022 7:32:44,7/12/2022 11:02:58,7/12/2022 12:32:33,7/12/2022 15:51:33,7/12/2022 18:28:46,7/12/2022 21:54:01,7/13/2022 1:07:19
7/12/2022 3:58:06,7/12/2022 7:15:01,7/12/2022 9:12:40,7/12/2022 12:18:13,7/12/2022 14:35:59,7/12/2022 18:26:03,7/12/2022 22:21:45,7/13/2022 1:51:18
7/12/2022 5:53:02,7/12/2022 6:52:17,7/12/2022 9:46:51,7/12/2022 14:27:46,7/12/2022 18:48:29,7/12/2022 21:59:46,7/13/2022 0:43:12,7/13/2022 2:37:23
7/12/2022 6:48:06,7/12/2022 8:04:10,7/12/2022 9:55:39,7/12/2022 12:36:28,7/12/2022 13:44:10,7/12/2022 18:33:33,7/12/2022 18:36:12,7/12/2022 18:49:12
7/12/2022 7:48:45,7/12/2022 9:05:28,7/12/2022 11:04:08,7/12/2022 15:12:09,7/12/2022 19:25:32,7/12/2022 20:40:43,7/12/2022 22:45:44,7/13/2022 1:00:01
7/12/2022 8:03:33,7/12/2022 10:29:51,7/12/2022 12:04:44,7/12/2022 14:34:29,7/12/2022 16:11:36,7/12/2022 20:43:21,7/12/2022 23:16:07,7/13/2022 1:24:23
7/12/2022 9:10:58,7/12/2022 12:44:54,7/12/2022 15:32:38,7/12/2022 18:53:12,7/12/2022 20:38:29,7/12/2022 22:04:09,7/13/2022 0:08:56,7/13/2022 1:48:19
7/12/2022 10:09:11,7/12/2022 11:59:37,7/12/2022 13:21:43,7/12/2022 15:09:33,7/12/2022 16:57:53,7/12/2022 20:18:17,7/13/2022 0:46:04,7/13/2022 5:30:48
7/12/2022 12:08:01,7/12/2022 14:48:46,7/12/2022 15:53:06,7/12/2022 19:23:01,7/12/2022 23:01:46,7/12/2022 23:27:20,7/13/2022 4:15:37,7/13/2022 6:23:33
